clean_text,sentiment
fixes this,neutral
"coinfund partners with apex and nori for web 

by max clark",neutral
loving the new  profile picture,positive
acres of farm and forest land   reduction in price  bitcoin payment accepted  a very tiny preview of the fomo that we will see next year  wait until luxury residences overseas sells for bitcoin at  of peak value  think im crazy look at oil which was more inflated,positive
disbelief from nocoiners watching btc in newspaper on tv hearing it from friends  and still going people are coming back retail is coming bigger money than last time as amp the blockchain space sees more adoption soon unseen alt pumps vet ðÿ,positive
im on board with matic coti ada algo xtz amp fida its some more but with this move  microcap coins will also be valued possibly more than   along side russia  india released they will also do the same,positive
link  by,neutral
i tried to warn you,negative
well appl down slightly and googl up slightly,positive
usb gekkoscience pac bitcoin miner very rare cryptocurrency miner x,neutral
leadership is getting someone to do what they dont want to do to achieve what they want to achieve  tom landry,neutral
heres video of the burning tsla this thing put out more smoke in  mins than a fleet of vw diesels in a lifetime,neutral
"watch  hit k on  
it will go lower",negative
"market cap  t
 market cap  t

progress bitcoin surpassing gold",positive
hey how many reservations do they havetsla,neutral
just did my the first full  wumbo multihop amp multipath payment on the  with   worked at first shot  i wumbo you wumbo he she wumbo  lnd  coming along nicely,positive
not seeing any issue with amzn  still a ways to go before we get limit up,neutral
join the money team,positive
just opened my first mobile channel on the eclair wallet and for my first purchase funny stickers,positive
"bear alert

x volume
price      
min  
volume  
 
     busd",positive
qqq daily matched old high to the t  min before close chickened out around then and sold my calls for a gain opted to pick up some bac calls close in playing it safe at resistance on the larger position fwiw lets see what happens,positive
nice cup  handle msft might just reach  once that breakout confirms,positive
i really think online purchases should be less expensive not more expensive given the lack of middle men  staff involved in consumerdirect purchases if amzn  other online merchants can eliminate this tax or cost differential  online purchases theyll win me over,positive
today  senior analyst  takes a look at ecommerce giants  who report earnings after the closing bell amzn,neutral
feb  thursday tsla high was  and hit bullish target,neutral
short interest in midland states bancorp inc msbi grows by,positive
"bitcoin  btc
price 
change in h 
market cap 
ranking",neutral
impresive and great project i trust this project can be successfully,positive
check out cronos bot society  by dcovenant at  nft  via,neutral
"short alert 

ticker      sand
market    sandperp
volume   
price       

btc  eth",positive
ðÿ quite an actionpacking end to the decade coming up in the space ðÿï nuggets weekly digest subscribers receive an updated version of this calendarâand plenty moreâevery monday night click below to learn more ðÿ,neutral
bullish cup and handle pattern sets cardano ada price up for a new ath,neutral
is a ledger and there is power in recording truth,positive
introduces a new stage of support for and the development of new business ideas that will open up the potential market for  for more info,positive
"the first informative  on pivot points
stock ew
last close    
pivot point

r   
r  
l  
l  

download now its free",positive
why cant you call it what is divorce amzn,neutral
broadly agree but i also see whales who have accumulated massive number of coins as early adopters to make game the network to their benefit and creating similar market dynamics as fiat world,positive
what is multisig and why does it significantly increase your  security  a fun and educational thread,positive
"if youre thinking about selling your   
or  ask yourself why someones buying it invest and secure your crypto kindly follow   garrick_fxt  on telegr am   for crypto news and trading tips",positive
one of the most anticipated projects s native token kar is now listed on okex  start trading this gem now,neutral
via bagholderquotes shorts be very careful i think u are being set up by elon smoking weed in a video its a set up he hates you guys and will destroy tsla tsla,negative
"scan results    h

top  bullish trend on  pair
 bat
 leo
 hc
 mobi
 lime

top  bullish trend on  pair
 ogn
 dx
 ads
 set
 xec

all  results 
not buy signals",negative
visit,neutral
bitcoin in emerging markets the middle east,neutral
will be number one soon well see,positive
"even the  not recovered confidence investors on the market fear extreme is the feature predominant in the market side
 zsnkpsaqmdapwpuccdbjudgnqtoh",negative
"last weeks top stories in under  minutes 

weekly crypto news roundup
week ending 

link",positive
check my website for   sites,neutral
thinking we bounce here,neutral
"bottom k  lmao wut

no way",positive
if you can picture yourself in this space  years from now then you should be buying today zoom out people,neutral
hyperbitcoinization this is how it looks in my mind,neutral
"winners of  bnb giveaway 
nftg team has sent   bnb to the all winners

check your wallet address amp tx details here",positive
this project is very strong and good project i trust in this project and is sure that it will prove to be very powerfully in the nearest future i hope this project is will be success,positive
imagine what will happen to   usd pair when the dollar actually collapses we already get the free inflation boost from the usd on the yearly basis just wow,positive
a coin with a real life utility  shelter completion videosphotos imminent really feel this undervalued coin  will finally reach its potential in this bear market be a pleasure to have you with us bro,positive
msft and fb both had some signs of moving up will show its hands,neutral
institutions have only dipped their toes in crypto says ex uk chancellor,neutral
like i said and ill always repeat same thing  is hope and freedom,positive
tsla intentionally pumped the stock without caution say what you want elon and you know you will get away from it,positive
tsla also caught my attention today buy stop calculates out to  for tomorrow,negative
continues to fall and i will start my fixed investment   are excellent choices,positive
new walmart quietly begun hosting bitcoin atms,neutral
pm gainersgoogl skx trpx nbev sfix cvx ogen clrb svmk dtea omer kkr pzza lly utx tlry clvs pep wtw amzn gern,neutral
some of todays most active stock options  bac ge aapl msft opk fb twtr,positive
tsla decent breakdown today a lot of news around this stock that seems to be spooking investors cant say we blame them,positive
i just said bitcoin was gna pump an hour ago,neutral
keep those diamond hands ready to buy the dip people,positive
invest in,neutral
"shorted   
 bybit  btcusd

i will eat my dk on national television  mcaffee",neutral
i recommend everyone to participate in your time can not do withyout the blockchain technology so the tokenization of the business or any startup that is a reasonable solutiona largescale project with a team of professionals,positive
yal shorting this lol tripping i been waiting on btc to form these patterns check every chart before it exploded these same exact patterns i could b wrong but im not lol,negative
spy under  soon target  after aapl earnings,neutral
matw reported earnings of  consensus was  via,neutral
cryptocurrency trading chart  hour,neutral
is now at,neutral
im so glad i took the time to properly invest in bitcoin me thinking about how long it took to make my bitmoji yeah hard work really pays off,positive
"nflx 

looks like its headed to s",positive
while apples strategic shift seems promising the full benefit on the revenue growth will not be meaningful until  years from now aapl,positive
if you put the first  us stimulus check into when the check was first sent out it would be worth over  today bitcoin is an incredible savings technology,positive
shakado   music,neutral
"these are your shitcoins
 only",neutral
im really not asking for much just want to see eth rally back above k,positive
i understand jonas is now working with a vocal coach who is teaching him how to talk out of both sides of his mouth at the same time tslaq tsla,neutral
when  crash,negative
"current  price alert 

  usd
 e btc
  eth

follow for recent cardano price updates",positive
arks newsletter just received presented with no commenttsla tslaq,negative
suspensions are fine tsla new feature the car jumps or fies depending tsla or tslaq view,positive
mr ponzi always makes sure getting cash in is easy the lie about how easy it is to get cash out facilitates getting cash in so it is a lie worth telling not that he needs a lie to be worth telling for him to tell it he lies for sport all narcissists do tsla tslaq,positive
"top   live prices 
 pm  mar 

 
 
 
 
 
 
 
 
 
 

comments which coins would like to be listed",positive
are u planning of taking  as payment,neutral
qqq at yesterday close aapl on the move twtr moving watch  level,neutral
a new block was found on the  network were at block height  current  price is  and there are   left to mine,negative
"bitcoin btc current price


h 
h 
d 

d 
d 
d 

 btc",neutral
my homeboy  wrote a truly brilliant post on maximalism that can apply to bitcoin maximalists as equally as it can apply to monero maximalists ethereum maximalists or ltinsert scamcoin heregt maximalists,positive
thecryptolark  is spreading like a fire,neutral
i agree with luis what better way to give ji the middle finger and support trump in the trade war than to buy tsla,positive
"mdex nextype novidades junho metaelephant nfts  
   

 mdx",neutral
amzn what a failure what was the fing purpose of gapping this over resistance at   it only consolidated for over a month now only to drop it back lower ive gained more gray hairs and lost so many brain cells with this market nonsense man,negative
selling aapl at  is as dumb as buying aapl at,negative
tsla and goog on the other hand no love at all down on an up day down on a down day just down,neutral
"the next big thing is coming  

dev doxxed
dev a  year trading veteran in stocks options crypto 
working on certik amp other audits before launch
huge marketing



tg",positive
"usd transferred from  to unknown  
more info",neutral
so  they are now throwing tesla tsla under the bus  reminds me of twitter twtr  wasnt tesla the future of the universe just yesterday,neutral
"because you bought twitter send me one bitcoin

wallet address

bcqxhjzjnayranuuhsamrvvfx",neutral
accept and tweet  for  payment,positive
i dont understand all the bitcoin communitys hate towards dogecoin i love bitcoin i own bitcoin but the fact is both coins have evolved into having their own unique set of strengths amp short comings they both have important roles to play,positive
today paying hyips   on en monitor,neutral
"is suffering from the highest pandemic infection rates in the world  prices tend to plunge in recessions how will this play out in  and beyond

learn more in this blog",negative
iwm ishares russell  etf option alert dec   calls at the bid    vs  oi ref   am k sweeps above midpoint other sweeps on enph fb msft nat tlt efc qep sm dal sand duk ge,positive
amzn amazon and chengdu hitech zone build cloud computing industry joint innovation center,positive
"bear alert

x volume
price      
min  
volume  
 
     oxt",positive
told u aapl dive they had puts,neutral
bitcoin whale alert  tx abcafdcaaaeecbfee  addr mgbaioyyfcvvkwnbwbsqvrmtgtjjmt     block_date,positive
and the whole naysayers said that about smartphones is a ridiculous red herring there was no wideranging bear case on aapl after introduction of the iphone some of us were actually long it,negative
what power of,neutral
i just discovered this by accident awesome artwork by,positive
"just for a sense of direction this is my own opinion not financial advise but this is what is visible on the charts 
also ive been calling this for over a week you can check my pinned tweet",neutral
or   position today,neutral
while china bans and freedom dissipates el salvador already is freely trading and exchange bitcoin and fully embracing the future of money,positive
paypal launches crypto service,neutral
suddenly evening tv manager task much federal,neutral
"trump began noticing  when spx closed below  the last week of feb it wouldnt matter if xxxxxxx dies from  as long as spy goes the moon  shorts on wtiwinning big i suspect xom cvx to fall hard tomorrow
wynn lvs ba mlco dis jpm gs bac",negative
stay tuned  everyone    is coming brace yourself,neutral
msfts vision for the integration of smartphone tablet and pc is correct but it feels like goog is closer to doing it right for now,positive
points on  looking to cut auto tariffs from  to  likely benefit european automakers bmw mercedes more than us given latter slowing sales tsla need to finish shanghai factory china auto sales fell  in novbiggest drop in yrs annual sales contraction,negative
recently published an article that while shedding light on the importance of bitcoin minings role in grid stability does not give the reader the full picture of the benefits of mining off grid,positive
"just imagine  being clogged with crypto kitties

because  bsv scales it is not disturbed by lots of traffic the more the merrier

csw said he wants to see bsv scale x more every year that will be huge",positive
top   to buy in  equipment amp infrastructure category  part  glw ssnlf cien aapl,positive
"last price   
weekly indicators
rsi 
moving average 
ma 
ma 
bollinger b lowerupper 

 price  
rsi 
ma 
ma 
ma 
bb",neutral
eth update  ethereum bounced pretty hard but i see this retracing down to the  fibonacci level  range aths will be achieved this year,positive
i got love for everyone in crypto but i very much hope  and  become the de facto voices for  in the future,positive
tsla please dont tank  affects,positive
barclays says tesla is stalling as a niche automaker and cuts its price target to  tsla tslaq,negative
duke inu now on  holders and rising listed on coin market cap earlier,neutral
tsla something feels off about this action today,neutral
wall street distancing itself from bitcoin usd btcusd,neutral
vxxb death aapl back to r to g setting up for another daily eod ramp into the weekend,negative
"news about metaverse

titlelizzo to perform at first music awards show in the roblox metaverse  digital music news",positive
perhaps this vindicates ibm acquiring rht to expand on its  effort now that amzn and csco are getting in bed togetherrtcisco and amazon partner on hybridcloud approach,positive
german foreign minister says serbia must adopt eus policy on ukraine and russia if it wants to fulfill ambition to join eu,positive
its an essential step in the er evolution,neutral
"which one will be 
my main scenario is the blue lets see if i am right 

   spx dow",neutral
lets see where she goes,neutral
"global income 
start a profitable investment today 
whatsapp",positive
deets on emoji season for  go for    at the,neutral
calling it now btc  has put in its low for the year,negative
spy aapl msft nvda and the bear pain just continues,negative
"dump
suzume pump",negative
"breaking news

luke dashjr on a roll",neutral
goog  samsung says smartwatch will work with apples ios,neutral
fact  free slurpies  amzn prime day,positive
aapl currently has the lowest rsi of all dow stocks,negative
"the volume was much higher in february
btc",neutral
holders of virulent  will also receive a   of  of the profits every time the project generates  additionally  of the  wallet will be invested in  as we believe its market price will increase in the future,positive
"with eternal i can use  itself to prove that i called the bottom yesterday before the price came back up

enjoy its free to use",positive
"block    bytes  transactions btc reward
            
for more information visit",positive
dgkbaviddlainetheautist i finally sold my tsla,neutral
support for this project,positive
once flicks the switch to live you are so gonna wish youd bought more  tel xrp vra vidt rsr bcd mkr,positive
"transparency plays a pivotal role in providing you with optimum condition to invest wisely and coutiosly  
thanks to   ownership renounced recently executed by its developers undoubtedly promising prospect  of this token is guaranteed",positive
while the tsla stock px is hovering around triple bottom levels in the high s the oddlotters at robinhood remain steadfast and bfd with  of holders at ath   the decimation will be cruel when the bottom drops out tslaq,negative
tsla in germay sales halved in may v january for the lr awd model   only  cars,neutral
liquidated short k at,neutral
"short  price 
not investment advice
telegram groupgtgt 
tradingview scriptsgtgt

free trading botgtgt",positive
stop listening to your crypto influencers and watch this instead,negative
abra app has added btg to their platform a way to invest in crypto via bank accounts or american express    find out more details here gt,positive
nov   utc signals up,neutral
another new batch of  merchandise were already arrived in beijing office stay tuned for more to come  trx,neutral
current  price is,neutral
"good morning traders

its another positive day for   amp our gld position 

gdx large caps trying to break out
 
anyone trading  with  uso etfs are getting beaten up 
 
spy spx slightly positive doordie for a continuation rally

good luck",positive
just  days ago aapl had an intra day low of    given the run weve had may pullback  test  area before attempting   so on,negative
once tesla has a billion cars on the road selling every k worth of software translates to a billion k autopilot suite would have an addressable market of  billion  then tsla would be growing at k cars a year  growing exponentially,positive
is now at,neutral
"sharp 

nft goat tribe  just sold for  ada",neutral
the change first appeared in q likely because tsla wanted to push the story of logistic hell rather than demand problems it also matched the prediction before the quarter note that in q tsla seemed to try to collect a lot of full payments upfront probably for this  cf,negative
"new exchanges
 bridge
stake  earn
 market place
 game
crypto expo at singapore
celebrities
and more",neutral
stats,neutral
"tlss breaking out huge 

 million revenue k market cap buckle up deal with amazon amz

trnx watt tops aytu bioc sndx rtix pctl trov decn uso xall vxrt oas amrn crex visl dffn ibio uavs tptw ino cdev wll xspa nakd yten slrx",positive
lol those guys that only see the  industry as  when theres more to it if they want to know whats up in the crypto space what happened to people like you   even,positive
"important reminder 

weve been in a bear market since january  

ignore those telling you otherwise 

last time it took   years until a bull market started again see monthly macd 

i posted this same chart in january see next tweet

we were warned",negative
the transformation towards being able to access the data from anywhere web this is the goal of world wide  wwb,neutral
"td bitcoin is venice sustaining the unsustainable by  and  

tldr  can repair the broken incentive systems created by finance and low interest rates that lead to unsustainable practices",positive
,neutral
what the heck,neutral
eagle bancorp egbn announces earnings results,neutral
"i wish i could say the same thing
if i win a giveaway i would invest in btc  
you agree on that choice",positive
trying googl long but tight stop,negative
apecoin still bullish likely to mirror moves in major cryptos  amp  so kindof a levered play on that sector ape,positive
in case you live in a cage   ethereum erc tokens will be coming to  xtz defi in q,neutral
"exit long position for 

exit price 

like free signals here you go",positive
i need to just build my own site and start taking bitcoin,neutral
aapl h this level held yday afternoon and today so far,neutral
btc opens bear hunting season   chart,neutral
visa has a head of crypto   fomo bitcoin bull incoming,neutral
i can finally afford one btc now with the market crashing,neutral
k by tomorrow no doubt in my mind,positive
million she east reduce lawyer ground choose,neutral
stagnation continues but traders find a way to make money,neutral
lindsay lohan offering experiential nfts on superfandom,neutral
got to be careful here guys this can turn uglier very easy weekly sell signal is confirmed unless things starting changing which i doubt its good to have some downside protection aapl amzn xom goog pcln expe twtr gs nflx dis crm nvda baba qd fb t wmt tsla,neutral
this old guy at the doctors office just asked the receptionist what ethnicity meant then after it was explained to him said ok ill put christian,negative
"the price of  and the value of  are not the same 

 is buying at any price are you",positive
this is a very good project i am very happy to participate and be a part of this project because its a very good project,positive
international paper ip raised to buy at bofa securities,positive
"price in us dollar  usd  xbt  
btc price now   usd 
avg last hour   
avg  hours   
h change   
h low   
h high  
more information here",negative
"hourly net stats
am  am utc
blocks
avgdiff ph
hashrate ths
avgsize kb
txns",negative
"btc

im not saying this will happen

but if we see a consolidation slowly grinding up with every dip being bought higher and higher like this then its gonna pump really hard

plan for various scenarios execute the scenario that looks the most likely as new info is available",positive
i bet there wont be constant stories about trying to make k cars a weekalso their paint booth wont sucktsla,neutral
"throw your crypto in this trash and dont forget to sort 
 
 xccdadebcfcf

 bcqrjacuhnzwxffxgfaujlpknqupxew


rppzmsgxgqdgcdagcgwqdaqzybm

thanks for being interested in crypto",positive
"very impressive price action bounce back from k is very healthy looks like its ready for its next leg up everything about it smells like a bull
hoping bears are listening",positive
aapl yep load up gents,positive
"can btc save us from inflation
source",positive
if they could why did they risk everything and cheated on clean diesel and since we have seen lots bev vaporware from  we will believe when we see one remember competition to  models would come in  tsla,negative
why you should buy bitcoin  michael saylor,neutral
stocks closing at alltime highs going into the weekend bitcoin do something,neutral
its that time againyou know pushing  am on the east coast new pictures soon tsla tslaq,neutral
rt   you nailed fb ridiculous call,negative
fedâs balance sheet is currently k per bitcoin,neutral
daughter why is it called cortaname because jason seemed wrong imagine hi  im jason  ill be helping you with msft edge,negative
ellison wouldnt have bought  million shares and get on the tesla board if he didnt believe in teslas future  worlds th richest person doesnt need to take more risk but he knows its no brainer to invest in tsla and see it go up and up,negative
idle thought a lot of talk  hype re self drivingnot as easy as it looks  still not fully solved in aviation where it is x easier a big risk careless actors like tsla may give it a bad rep and kill self driving before its even born lyft uber goog gm,negative
i did it small but put on aapl trade today  dte put ratios for  credit more as a way to lower a long entry price at support,positive
here are the top   this week by volume on okex pakistanjuly staugust th,positive
long googl march  c entry,neutral
just hitted   pumping,neutral
atr for  is,neutral
"our current position in the crypto market for bitcoin 

we are in a longterm bullish triangle 
we are in a short term falling wedge 
our next support level is 

what is your opinion",positive
"dont seem that insightful
  why ask him about stocks what is his general level of expertise on equities ask him about fixed income and the feds bazooka not about amzn my two bits",neutral
after this   dump it looks even more bullish,negative
theyd rather buy btc at  than here at   if you understand why youre ready to be a hedge fund trader,positive
remember you dont sell  you sell your alts in order to buy more,neutral
listening to my favorite track before bed              bitcoin whitepaper  asmr                        ⅱ        volume,positive
this week in dash september,neutral
green energy crypto mining etf launches on new york stock exchange the new exchangetraded fund will focus on environmentally friendly crypto mining infrastructure,positive
"need to reanalyse the market to see if and when the next entries will be 

but looks to me like bulls have full control i usually trade to be much more useful lately 

ive been taking  tweets and tips seriously and ive been doing extremely good
follow her",positive
from  to under a penny in one week,neutral
if my twitter feed had as many bulls as my facebook feed has baby pics maybe i wouldnt need to eat ramen tonight,neutral
"very good project thank you for holding this airdrop event hopefully i can get tokenscoins from this airdrop event
thank you good luck always",positive
fb  goog have valuable shares either could scoop twtr with all share offer  their stocks would likely jump up  giving twtr for nada,positive
btc eth doge fire,negative
twitter ceo jack dorsey rejects ethereum,negative
wants back the  million they accidentally sent a customer last year    via,negative
tsla  a few bullish takes the company is currently suffering from a lot of prior fuck ups acute demand air gap and a lack of liquidity however im encouraged by the recent decisions in three key areas  cost structure  product design and  autonomy,negative
zoom out all good,positive
"fact 
atom will become the new solana",neutral
"i am very new to crypto world but let me make a bullish prediction

 might dip to as low as  till then dont buy",negative
monopoly mayhem  win  lose amzn,positive
if you invested  in aapl on december  you probably freaked the hell out and sold it on march   when it was down  and your human brain realized what a mistake you probably madeyou mumbled at your dog and wondered how to tell your thenfiancé,negative
just bought a new mac from last month  earnings,neutral
am    session trading recap   july,neutral
completes ninth consecutive weekly gain   cl ng,positive
in the midst of centralized disasters decentralization emerges in all its magnificence,negative
